ASIN,CustomerReviews>HasReviews,CustomerReviews>IFrameURL,DetailPageURL,ItemAttributes>MPN,ItemAttributes>Model,ItemAttributes>UPC,LargeImage>Height,LargeImage>URL,LargeImage>Width,ListPrice>Amount,ListPrice>CurrencyCode,ListPrice>FormattedPrice,LowestNewPrice>Amount,LowestNewPrice>CurrencyCode,LowestNewPrice>FormattedPrice,MediumImage>Height,MediumImage>URL,MediumImage>Width,OfferAttributes>Condition,OfferSummary>TotalNew,Offers>MoreOffersUrl,Price>Amount,Price>CurrencyCode,Price>FormattedPrice,SalesRank,SmallImage>Height,SmallImage>URL,SmallImage>Width,UPC,UPCList>UPCListElement
B00T0QZL40,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B00T0QZL40&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A28Z&v=2&sig=QgoW0xjbYeMeFP9idVNnZjytsyJic4qMvYKRJ%2BhzhY8%3D,http://www.amazon.com/Acer-Chromebook-C910-C453-15-6-inch-Celeron/dp/B00T0QZL40%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00T0QZL40,NX.EF3AA.003,C910-C453,888863051021,351,http://ecx.images-amazon.com/images/I/51uprbgQjHL.jpg,500,,,,29999,USD,$299.99,112,http://ecx.images-amazon.com/images/I/51uprbgQjHL._SL160_.jpg,160,New,58,http://www.amazon.com/gp/offer-listing/B00T0QZL40%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB00T0QZL40,30500,USD,$305.00,7402,53,http://ecx.images-amazon.com/images/I/51uprbgQjHL._SL75_.jpg,75,888863051021,888863051021
B01H8XXWNI,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B01H8XXWNI&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A29Z&v=2&sig=h%2BdsU8qjJD4Wgux140GPt3KOGiSgCs9TDE8pyPpUYm8%3D,http://www.amazon.com/Lenovo-Yoga-710-14-i5-6200U/dp/B01H8XXWNI%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01H8XXWNI,,80TY0009US,190576355533,486,http://ecx.images-amazon.com/images/I/51BtREcssnL.jpg,500,,,,101399,USD,"$1,013.99",156,http://ecx.images-amazon.com/images/I/51BtREcssnL._SL160_.jpg,160,New,4,http://www.amazon.com/gp/offer-listing/B01H8XXWNI%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01H8XXWNI,103130,USD,"$1,031.30",,73,http://ecx.images-amazon.com/images/I/51BtREcssnL._SL75_.jpg,75,190576355533,190576355533
B00NC088EA,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B00NC088EA&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A30Z&v=2&sig=x427vH9g0IIuQ%2BVKr7z3zlu13JZHD9%2BhL%2FtbgRCg6yw%3D,http://www.amazon.com/Acer-Chromebook13-CB5-311-T9B0-13-3-inch-NVIDIA/dp/B00NC088EA%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00NC088EA,CB5-311-T9B0,CB5-311-T9B0,887899794414,405,http://ecx.images-amazon.com/images/I/515WminzHTL.jpg,500,29999,USD,$299.99,25999,USD,$259.99,130,http://ecx.images-amazon.com/images/I/515WminzHTL._SL160_.jpg,160,New,13,http://www.amazon.com/gp/offer-listing/B00NC088EA%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB00NC088EA,25999,USD,$259.99,2725,61,http://ecx.images-amazon.com/images/I/515WminzHTL._SL75_.jpg,75,887899794414,887899794414
B018DYW7VE,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B018DYW7VE&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A30Z&v=2&sig=%2FNfwiiWiEesnZPRxwmBizyBov%2FGiDY%2BK%2BR8VWGX7M3Q%3D,http://www.amazon.com/Asus-X553SA-BHCLN10-Celeron-Processor-Windows/dp/B018DYW7VE%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB018DYW7VE,X553SA,X553SA-BHCLN10,889349194133,375,http://ecx.images-amazon.com/images/I/41c9BPO40VL.jpg,500,,,,25410,USD,$254.10,120,http://ecx.images-amazon.com/images/I/41c9BPO40VL._SL160_.jpg,160,New,45,http://www.amazon.com/gp/offer-listing/B018DYW7VE%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB018DYW7VE,26985,USD,$269.85,1140,56,http://ecx.images-amazon.com/images/I/41c9BPO40VL._SL75_.jpg,75,889349194133,889349194133
B00UGEBB94,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B00UGEBB94&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A36Z&v=2&sig=wkTKIJBXbdW1M3lvweJeWDt1ef6pxr6IY4yAV%2BdtWZs%3D,http://www.amazon.com/Apple-MacBook-MJVE2LL-13-inch-Laptop/dp/B00UGEBB94%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00UGEBB94,MJVE2LL/A,MJVE2LL/A,888462109765,375,http://ecx.images-amazon.com/images/I/41Y9vlNyudL.jpg,500,99900,USD,$999.00,94900,USD,$949.00,120,http://ecx.images-amazon.com/images/I/41Y9vlNyudL._SL160_.jpg,160,New,2,http://www.amazon.com/gp/offer-listing/B00UGEBB94%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB00UGEBB94,94900,USD,$949.00,1173,56,http://ecx.images-amazon.com/images/I/41Y9vlNyudL._SL75_.jpg,75,888462109765,"['888462109765', '736649735408']"
B00UGE8RXC,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B00UGE8RXC&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A36Z&v=2&sig=N2dnWJqu5hoC2gJZTNRr9dnR5%2FUOgoolV87kcxDLZ5U%3D,http://www.amazon.com/Apple-MJVM2LL-11-6-Inch-Integrated-Graphics/dp/B00UGE8RXC%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00UGE8RXC,MJVM2LL/A,MJVM2LL/A,616348081672,261,http://ecx.images-amazon.com/images/I/41ksIEly8SL.jpg,500,,,,84900,USD,$849.00,84,http://ecx.images-amazon.com/images/I/41ksIEly8SL._SL160_.jpg,160,New,2,http://www.amazon.com/gp/offer-listing/B00UGE8RXC%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB00UGE8RXC,84900,USD,$849.00,1842,39,http://ecx.images-amazon.com/images/I/41ksIEly8SL._SL75_.jpg,75,888462341677,"['616348081672', '888462341677']"
B014854RGK,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B014854RGK&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A37Z&v=2&sig=BKzhdklOQfh2GJeXJgcCcyvjvskoHEXIb84RpiS%2Bbcw%3D,http://www.amazon.com/Transformer-T100HA-C4-GR-10-1-Inch-Touchscreen-Quad-Core/dp/B014854RGK%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB014854RGK,T100HA-C4-GR,T100HA-C4-GR,889349161753,375,http://ecx.images-amazon.com/images/I/41RrOVqFQuL.jpg,500,29900,USD,$299.00,26995,USD,$269.95,120,http://ecx.images-amazon.com/images/I/41RrOVqFQuL._SL160_.jpg,160,New,34,http://www.amazon.com/gp/offer-listing/B014854RGK%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB014854RGK,27900,USD,$279.00,189,56,http://ecx.images-amazon.com/images/I/41RrOVqFQuL._SL75_.jpg,75,889349161753,889349161753
B017KWCZXA,false,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B017KWCZXA&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A37Z&v=2&sig=s3RbQnNBbY%2BRjEnbuNplmul6ppkvlFIalLsiFH4dtgk%3D,http://www.amazon.com/Acer-VN7-792G-75RU-Notebook-Computer-i7-6700HQ/dp/B017KWCZXA%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB017KWCZXA,NX.G6TAA.005,NX.G6TAA.005,888863413942,500,http://ecx.images-amazon.com/images/I/51sfCBP8u7L.jpg,500,,,,107000,USD,"$1,070.00",160,http://ecx.images-amazon.com/images/I/51sfCBP8u7L._SL160_.jpg,160,New,5,http://www.amazon.com/gp/offer-listing/B017KWCZXA%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB017KWCZXA,107000,USD,"$1,070.00",9838,75,http://ecx.images-amazon.com/images/I/51sfCBP8u7L._SL75_.jpg,75,888863413942,888863413942
B015PZ0EHS,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B015PZ0EHS&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A38Z&v=2&sig=iwGqUhJHxmgcLWqvDTwiXwuyNm%2BVTTio5TRfzxouFGY%3D,http://www.amazon.com/Dell-i7559-7512GRY-Touchscreen-Generation-Processor/dp/B015PZ0EHS%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB015PZ0EHS,i7559-7512GRY,i7559-7512GRY,884116204084,500,http://ecx.images-amazon.com/images/I/419DWJfUXuL.jpg,500,129999,USD,"$1,299.99",119900,USD,"$1,199.00",160,http://ecx.images-amazon.com/images/I/419DWJfUXuL._SL160_.jpg,160,New,29,http://www.amazon.com/gp/offer-listing/B015PZ0EHS%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB015PZ0EHS,124499,USD,"$1,244.99",849,75,http://ecx.images-amazon.com/images/I/419DWJfUXuL._SL75_.jpg,75,884116204084,884116204084
B01578ZKPO,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B01578ZKPO&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A43Z&v=2&sig=bPfm2Sc0QoXvE8EnqUnf2pGk%2FNlsAJkuXpkgCCEsRFM%3D,http://www.amazon.com/GL552VW-DH71-15-Inch-Discrete-GeForce-Metallic/dp/B01578ZKPO%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01578ZKPO,GL552VW-DH71,GL552VW-DH71,655257536514,375,http://ecx.images-amazon.com/images/I/41lRcz0BkXL.jpg,500,,,,,,Too low to display,120,http://ecx.images-amazon.com/images/I/41lRcz0BkXL._SL160_.jpg,160,New,66,http://www.amazon.com/gp/offer-listing/B01578ZKPO%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01578ZKPO,96900,USD,$969.00,526,56,http://ecx.images-amazon.com/images/I/41lRcz0BkXL._SL75_.jpg,75,889349162767,"['655257536514', '889349162767']"
B017E0MK1U,false,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B017E0MK1U&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A44Z&v=2&sig=Cgzqr7jb%2BlqfT9mX%2BTr5E8TC4%2FQ%2F9g%2BYLZNW71R5htc%3D,http://www.amazon.com/Asus-90NB0A62-M00930-15-6-6500u-256gb/dp/B017E0MK1U%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB017E0MK1U,90NB0A62-M00930,90NB0A62-M00930,889349200568,500,http://ecx.images-amazon.com/images/I/41Po9vo2k8L.jpg,500,,,,115880,USD,"$1,158.80",160,http://ecx.images-amazon.com/images/I/41Po9vo2k8L._SL160_.jpg,160,New,2,http://www.amazon.com/gp/offer-listing/B017E0MK1U%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB017E0MK1U,115880,USD,"$1,158.80",,75,http://ecx.images-amazon.com/images/I/41Po9vo2k8L._SL75_.jpg,75,889349200568,889349200568
B0150PK5UO,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B0150PK5UO&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A45Z&v=2&sig=%2FeKYwkUO4CGm4GrmrIM%2Fe6eVybMfRc4AqU0%2FFnCkZk0%3D,http://www.amazon.com/MSI-GE72-Apache-Pro-003-i7-6700HQ/dp/B0150PK5UO%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB0150PK5UO,GE72 Apache Pro-003,GE72 Apache Pro-003,824142121290,375,http://ecx.images-amazon.com/images/I/41ijpjq4B5L.jpg,500,,,,112900,USD,"$1,129.00",120,http://ecx.images-amazon.com/images/I/41ijpjq4B5L._SL160_.jpg,160,New,62,http://www.amazon.com/gp/offer-listing/B0150PK5UO%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB0150PK5UO,112900,USD,"$1,129.00",1521,56,http://ecx.images-amazon.com/images/I/41ijpjq4B5L._SL75_.jpg,75,824142121290,824142121290
B019ECMJQC,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B019ECMJQC&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A45Z&v=2&sig=u7B9Gh%2BY8%2BSLfzJErJJff9L%2FiXtMc8r0ER3P6MnIYiQ%3D,http://www.amazon.com/XPS9350-5340SLV-Touchscreen-Laptop-Premier-Backpack/dp/B019ECMJQC%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB019ECMJQC,,,,500,http://ecx.images-amazon.com/images/I/41Cfch8wDCL.jpg,500,,,,,,,160,http://ecx.images-amazon.com/images/I/41Cfch8wDCL._SL160_.jpg,160,,0,0,,,,34309,75,http://ecx.images-amazon.com/images/I/41Cfch8wDCL._SL75_.jpg,75,884116204282,
B014RJ7OP8,false,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B014RJ7OP8&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A46Z&v=2&sig=6L44q5SMrSe99Y4CkKCSlOUL6n93veMbPd5JyUXPhh4%3D,http://www.amazon.com/Acer-Aspire-Touch-Win10-Laptop/dp/B014RJ7OP8%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB014RJ7OP8,NX.MW1AA.003,NX.MW1AA.003,888863258567,500,http://ecx.images-amazon.com/images/I/51%2B8NUOYqkL.jpg,500,,,,57999,USD,$579.99,160,http://ecx.images-amazon.com/images/I/51%2B8NUOYqkL._SL160_.jpg,160,New,3,http://www.amazon.com/gp/offer-listing/B014RJ7OP8%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB014RJ7OP8,57999,USD,$579.99,70851,75,http://ecx.images-amazon.com/images/I/51%2B8NUOYqkL._SL75_.jpg,75,888863258567,888863258567
B01A3N6SCW,false,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B01A3N6SCW&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A51Z&v=2&sig=L9LDab0PUdItT9yVKqqE9zPhnBGxvCi7zKc3T1bmkB4%3D,http://www.amazon.com/HP-Workstation-Ultrabook-T6E16UT-ABA/dp/B01A3N6SCW%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01A3N6SCW,T6E16UT#ABA,T6E16UT#ABA,889894705228,367,http://ecx.images-amazon.com/images/I/51pUo2BQB9L.jpg,500,,,,174995,USD,"$1,749.95",117,http://ecx.images-amazon.com/images/I/51pUo2BQB9L._SL160_.jpg,160,New,24,http://www.amazon.com/gp/offer-listing/B01A3N6SCW%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01A3N6SCW,205199,USD,"$2,051.99",99539,55,http://ecx.images-amazon.com/images/I/51pUo2BQB9L._SL75_.jpg,75,889894705228,889894705228
B01AS8QTWQ,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B01AS8QTWQ&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A52Z&v=2&sig=jn6bsniSrJjri3knPP1wDa2ltsDhJzkBd0AwP25wepE%3D,http://www.amazon.com/Lenovo-ThinkPad-Design-Notebook-20GQ000EUS/dp/B01AS8QTWQ%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01AS8QTWQ,20GQ000EUS,20GQ000EUS,190151427211,,,,,,,199800,USD,"$1,998.00",,,,New,38,http://www.amazon.com/gp/offer-listing/B01AS8QTWQ%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01AS8QTWQ,199900,USD,"$1,999.00",30827,,,,190151427211,190151427211
B01606NQ62,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B01606NQ62&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A53Z&v=2&sig=ztWlait6n%2F%2B3pm%2BhTWuFe6bdqu%2BjmC7Ub1kc635u4TQ%3D,http://www.amazon.com/Microsoft-Surface-Pro-Intel-Core/dp/B01606NQ62%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01606NQ62,TH4-00001,TH4-00001,889842019438,306,http://ecx.images-amazon.com/images/I/41yRDqilgHL.jpg,500,219900,USD,"$2,199.00",182900,USD,"$1,829.00",98,http://ecx.images-amazon.com/images/I/41yRDqilgHL._SL160_.jpg,160,New,37,http://www.amazon.com/gp/offer-listing/B01606NQ62%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01606NQ62,199900,USD,"$1,999.00",397,46,http://ecx.images-amazon.com/images/I/41yRDqilgHL._SL75_.jpg,75,889842019438,889842019438
B014MIBWIO,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B014MIBWIO&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A53Z&v=2&sig=podGNHBhkabLDDi6JG%2BhL5RouFqjYbq8wvGaH%2FPoq7Y%3D,http://www.amazon.com/Lenovo-15-6-Inch-GeForce-Graphics-80NV0029US/dp/B014MIBWIO%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB014MIBWIO,80NV0029US,80NV0029US,889955256676,281,http://ecx.images-amazon.com/images/I/31qXri%2B-t%2BL.jpg,500,114999,USD,"$1,149.99",84900,USD,$849.00,90,http://ecx.images-amazon.com/images/I/31qXri%2B-t%2BL._SL160_.jpg,160,New,10,http://www.amazon.com/gp/offer-listing/B014MIBWIO%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB014MIBWIO,84900,USD,$849.00,438,42,http://ecx.images-amazon.com/images/I/31qXri%2B-t%2BL._SL75_.jpg,75,889955256676,889955256676
B015PYZ0J6,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B015PYZ0J6&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A54Z&v=2&sig=iPNeEgJ6PNxDKit6oVWq1SSgPEB3eqDh4UIchmjnDoY%3D,http://www.amazon.com/Dell-Inspiron-i7559-2512BLK-Generation-GeForce/dp/B015PYZ0J6%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB015PYZ0J6,i7559-2512BLK,i7559-2512BLK,884116204107,500,http://ecx.images-amazon.com/images/I/419DWJfUXuL.jpg,500,,,,81186,USD,$811.86,160,http://ecx.images-amazon.com/images/I/419DWJfUXuL._SL160_.jpg,160,New,65,http://www.amazon.com/gp/offer-listing/B015PYZ0J6%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB015PYZ0J6,83814,USD,$838.14,128,75,http://ecx.images-amazon.com/images/I/419DWJfUXuL._SL75_.jpg,75,884116204107,"['884116204107', '715407512802', '715407519184', '766653301856']"
B014DTPWWY,false,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B014DTPWWY&atag=djaroo10-20&exp=2016-07-07T11%3A25%3A59Z&v=2&sig=w%2FU2tDY2ORdlqXZF0vtsYW7q1JjRTA1LWBCbEEDcNhc%3D,http://www.amazon.com/255-1-4-4GB-500GB-CAM/dp/B014DTPWWY%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB014DTPWWY,N2S77UT#ABA,N2S77UT#ABA,725184119309,160,http://ecx.images-amazon.com/images/I/21T5Zz%2B-JrL.jpg,160,,,,29047,USD,$290.47,160,http://ecx.images-amazon.com/images/I/21T5Zz%2B-JrL._SL160_.jpg,160,New,4,http://www.amazon.com/gp/offer-listing/B014DTPWWY%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB014DTPWWY,29999,USD,$299.99,6577,75,http://ecx.images-amazon.com/images/I/21T5Zz%2B-JrL._SL75_.jpg,75,725184119309,725184119309
B01EIUP20U,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B01EIUP20U&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A00Z&v=2&sig=RRVif5tU54FrYTeiMJFliKBGirRR1Ma4dH99b2u1YxY%3D,http://www.amazon.com/Apple-MMGG2LL-MacBook-13-3-Inch-VERSION/dp/B01EIUP20U%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01EIUP20U,MMGG2LL/A,MMGG2LL/A,888462866446,320,http://ecx.images-amazon.com/images/I/41AerRC5u6L.jpg,500,119900,USD,"$1,199.00",117799,USD,"$1,177.99",102,http://ecx.images-amazon.com/images/I/41AerRC5u6L._SL160_.jpg,160,New,1,http://www.amazon.com/gp/offer-listing/B01EIUP20U%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01EIUP20U,117799,USD,"$1,177.99",238,48,http://ecx.images-amazon.com/images/I/41AerRC5u6L._SL75_.jpg,75,888462866446,888462866446
